paper_id,betweenness,indegree,clustering,pagerank
1993090184,630.833333333333,4,0.025609756097561,2.39548457709832e-05
1993138464,0,0,0.046031746031746,2.12305302615473e-05
1993238848,4,1,0,2.23242816866288e-05
1993243189,0,0,0,2.12305302615473e-05
1993331772,0,0,0,2.12305302615473e-05
1993493133,0,0,0,0
1993566261,0,0,0,2.12305302615473e-05
1993600685,44765.5640786547,11,0.0430359937402191,2.67414702053617e-05
1993626765,5772.54603174603,3,0.138888888888889,2.5661070934029e-05
1993871131,0,0,0,0
199392052,5904.07435927935,3,0.0606060606060606,2.18396358324939e-05
1994025824,0,0,0,2.12305302615473e-05
1994152493,0,0,0,2.12305302615473e-05
1994637679,0,0,0,2.12305302615473e-05
1994848060,332,1,0.0054945054945055,2.1492065779262e-05
1994937252,0,0,0,2.12305302615473e-05
1995187362,46795.817070861,9,0.0353329450592118,2.4198140143053e-05
1995309259,0,0,0,2.12305302615473e-05
1995358493,0,0,0,2.12305302615473e-05
1995358544,0,0,0,2.12305302615473e-05
1995599088,0,0,0,2.12305302615473e-05
1995606529,31,1,0.00189393939393939,2.3808523221878e-05
1995693203,60,1,0,2.15522712040026e-05
1995698352,10219.378468427,26,0.067489114658926,4.56774853729807e-05
1995795723,51.5,1,0.0236559139784946,2.187502850163e-05
1996347540,0,0,0,2.12305302615473e-05
1996616396,0,0,0,2.12305302615473e-05
1996665163,11266.825974026,25,0.0328441649196366,3.97551126940543e-05
1996666985,0,0,0,0
1996734933,0,0,0,0
1996752432,6774.79110317787,7,0.13,3.63574363765665e-05
1996823794,182.166666666667,4,0.0733333333333333,2.47883932368427e-05
1997234746,0,0,0.00923076923076923,2.12305302615473e-05
1997463711,0,0,0,2.12305302615473e-05
1997464652,0,0,0,2.12305302615473e-05
1998067991,0,0,0,2.12305302615473e-05
1998395560,0,0,0,2.12305302615473e-05
1998539923,0,1,0,2.1391654821568e-05
1998595962,0,0,0,2.12305302615473e-05
1998802214,0,0,0,2.12305302615473e-05
1999286316,1274.17619047619,3,0.02,2.52026619411688e-05
1999355249,11841.3085279014,28,0.155367231638418,3.81735642034419e-05
1999443553,0,0,0,0
1999547238,0,0,0,2.12305302615473e-05
1999848632,0,0,0,2.12305302615473e-05
1999857202,0,0,0,0
1999985596,0,0,0,0
2000096810,0,0,0,2.12305302615473e-05
2000631349,0,0,0,0
2000673696,241.5,2,0.0105105105105105,2.22805184429608e-05
2000749115,0,0,0,2.12305302615473e-05
2000896298,16440.9401040691,8,0.0659536541889483,2.66060591551676e-05
2000965955,0,0,0,2.12305302615473e-05
2001185702,51467.1401840804,23,0.085523880044428,3.46083383265453e-05
2001467497,0,0,0,0
2001496820,0,0,0,0
2001596767,42,2,0.032183908045977,2.2042758881402e-05
2001618641,0,0,0,2.12305302615473e-05
2001644739,129774.116591183,47,0.0606499356499357,5.10624997316599e-05
2001875682,0,0,0,0
2002067241,13160.5703195257,9,0.0627177700348432,2.43440422906358e-05
2002425434,0,0,0,2.12305302615473e-05
2002452276,0,0,0,2.12305302615473e-05
2002687706,0,0,0,0
2002817702,0,0,0,2.12305302615473e-05
2002839303,0,0,0,0
2003177007,0,0,0.0089126559714795,2.12305302615473e-05
2003247231,0,0,0.0004149377593361,2.12305302615473e-05
2003417817,0,0,0,2.12305302615473e-05
2003455350,0,0,0,0
2003463538,0,0,0,0
2003627066,123.833333333333,4,0.0118577075098814,2.26117252212754e-05
2003793934,0,0,0,2.12305302615473e-05
2003965816,12.1666666666667,2,0,2.23708514589377e-05
2004022430,0,0,0.0194235588972431,2.12305302615473e-05
2004285968,26,1,0.00492610837438424,2.14777350659626e-05
2004402134,0,0,0,2.12305302615473e-05
2004466615,178.235714285714,2,0.0298039215686275,2.19894318366477e-05
2004721853,12,1,0,2.15522712040026e-05
2004743927,0,0,0,2.12305302615473e-05
2004767583,0,0,0,0
2004945520,0,0,0,0
2005238358,0,0,0,2.12305302615473e-05
2005674518,0,0,0,2.12305302615473e-05
2005684272,0,0,0,0
2006183304,0,0,0,0
2006414078,17917.588494421,9,0.0566037735849057,2.48208393632222e-05
2006505669,0,0,0.0930232558139535,2.12305302615473e-05
2006900232,0,0,0,0
2006911209,0,0,0,2.12305302615473e-05
2007211515,0,0,0,2.12305302615473e-05
200743057,0,0,0,0
2007458614,0,0,0,0
2007481692,0,0,0,2.12305302615473e-05
2007571843,0,0,0,0
2007591534,0,0,0,2.12305302615473e-05
2007628767,0,0,0,0
2007675156,0,0,0,2.12305302615473e-05
2007700259,0,0,0,2.12305302615473e-05
2007899886,1665.28450823069,6,0.0571428571428571,3.03120577761799e-05
2007921124,3721.40373237873,8,0.0756802721088435,2.46714124028103e-05
2008009062,0,0,0,2.12305302615473e-05
2008126065,0,0,0,2.12305302615473e-05
2008186397,0,0,0,0
2008370260,0,0,0,2.12305302615473e-05
2008441776,2004.44443163046,5,0.0538085255066387,2.3979018596829e-05
2008512421,0,0,0,0
2008643790,0,0,0,0
2008932910,0,0,0,0
2009074715,0,0,0,2.12305302615473e-05
2009091748,0,0,0,0
2009397148,0,0,0,0
2009623343,0,0,0,0
2010054319,67454.4990069628,11,0.0995732574679943,2.79971873520656e-05
2010351872,26143.2622794176,41,0.0584778136937996,4.78919835340441e-05
2010592697,58496.4694805195,3,0.0185592185592186,2.26468515064909e-05
2010726447,0,0,0,0
2010788130,0,0,0,0
2010987844,0,0,0,2.12305302615473e-05
2011225671,0,0,0,0
2011309813,6787.76231043054,16,0.143939393939394,3.32146475489529e-05
2011374381,0,0,0,2.12305302615473e-05
2011482680,1110.2323454564,3,0.0419799498746867,2.28056426845733e-05
2011904866,42,1,0.00678733031674208,2.1536393833112e-05
2011952881,56,1,0.00480769230769231,2.15416673429665e-05
2012178033,0,0,0,0
2012336498,0,0,0,0
2012336753,781,3,0.0989010989010989,2.32997688092864e-05
2012975501,27466.3764158128,41,0.0787540405524537,4.59887001697414e-05
2013567815,25,1,0,2.18126577042026e-05
2013598262,0,0,0,0
2013741388,16,1,0.0216450216450216,2.12898919415549e-05
2013811561,274.583333333333,3,0.0266666666666667,2.22887528222184e-05
2013996277,8421.60676536018,20,0.148792270531401,3.18169829457924e-05
2014031302,0,0,0,2.12305302615473e-05
2014216270,1558.16416720534,3,0.0356394129979036,2.23572532039861e-05
2014359421,0,0,0,0
2014450475,0,0,0,0
2014522890,0,0,0,0
2014729880,1075.91634142002,4,0.169340463458111,2.25118163624002e-05
2015088586,21910.6495300274,3,0.0160427807486631,2.25160503960354e-05
2015152327,0,0,0,0
2015262373,0,0,0,2.12305302615473e-05
2015520583,0,0,0.00241984271022384,2.12305302615473e-05
2015525328,0,0,0,2.12305302615473e-05
2015640442,0,0,0.0157894736842105,2.12305302615473e-05
2015841983,0,0,0,2.12305302615473e-05
2015904637,0,0,0,0
2016094500,0,0,0,0
2016164582,96,2,0.00301659125188537,2.20389601097346e-05
2016276466,0,1,0,2.16816790296052e-05
2016289269,0,0,0,2.12305302615473e-05
2016477145,0,0,0,0
2016863711,0,0,0,0
2017303913,619.816666666667,5,0.17948717948718,2.42192862630891e-05
2017572484,0,0,0,2.12305302615473e-05
2018276726,20,1,0,2.2032821029965e-05
2018444966,176.5,11,0.032967032967033,2.7808366042951e-05
2018472365,0,0,0,2.12305302615473e-05
2018488903,0,0,0,0
2018612962,0,0,0.0235294117647059,2.12305302615473e-05
2018757855,0,0,0,2.12305302615473e-05
2018845482,0,0,0,0
2018909774,0,0,0,0
2019391792,3,1,0,2.48397204060103e-05
2019505253,21,1,0.0173160173160173,2.16502035341593e-05
2019580178,0,0,0,0
2019591126,10635.6135164028,7,0.10974025974026,2.52067185625176e-05
2020055094,0,0,0,2.12305302615473e-05
2020273134,0,0,0,2.12305302615473e-05
2020379213,0,0,0,0
2021023922,0,0,0,2.12305302615473e-05
2021117254,317.2,1,0.0620689655172414,2.17656314870096e-05
2021714721,0,0,0,0
2022152762,0,0,0,2.12305302615473e-05
2022368917,4272.50628644111,9,0.256916996047431,2.54263185041469e-05
2022499480,0,0,0,2.12305302615473e-05
2022553068,0,0,0.00860215053763441,2.12305302615473e-05
2022831579,0,0,0,0
2022980395,0,0,0,2.12305302615473e-05
2023294052,3124.74307662604,14,0.0324283559577677,3.00714187798704e-05
2023777088,0,0,0,0
2023793929,290.733333333333,3,0.0985221674876847,2.24741311459385e-05
2023994607,0,0,0,2.12305302615473e-05
2024037170,40.5,1,0.00284900284900285,2.15710198978174e-05
2024137031,0,0,0.0213903743315508,2.12305302615473e-05
2024616135,0,0,0,2.12305302615473e-05
2024814977,708.801462426463,7,0.175438596491228,2.72334877347351e-05
2025316407,0,0,0,2.12305302615473e-05
2025520026,0,0,0,2.12305302615473e-05
2025573881,516.858728683309,5,0.222222222222222,2.29901319675172e-05
2025915381,0,0,0,2.12305302615473e-05
2026034238,0,0,0,0
2026111741,0,0,0,2.12305302615473e-05
2026149414,0,0,0,2.12305302615473e-05
2026186614,0,0,0,0
2026846422,0,0,0,0
2026918925,430.3,4,0.0310077519379845,2.4019668603302e-05
2026965392,0,0,0,2.12305302615473e-05
2027201088,577.139438339438,2,0.0856236786469345,2.17321937565306e-05
2027371596,3,1,0.244444444444444,2.22330830794537e-05
2027785310,28657.1410341859,23,0.094075079149706,3.22594983328068e-05
2027917981,0,0,0,2.12305302615473e-05
2028067411,0,0,0,0
2028226269,0,0,0,0
2028338641,0,0,0,0
2028401222,63046.9452908564,10,0.0097323600973236,2.57944019212051e-05
2028431854,0,0,0,0
2028618784,1001.16515151515,3,0.0137914913510986,2.22504041997768e-05
2028831785,0,0,0,0
2028925393,2719.25014134043,4,0.0552188552188552,2.22441536080349e-05
2029004687,0,0,0,2.12305302615473e-05
2029067769,5409,4,0.010989010989011,2.52063072039502e-05
2029160248,0,0,0,2.12305302615473e-05
2029206023,0,0,0,0
2029225822,0,0,0,2.12305302615473e-05
2029289938,0,0,0,2.12305302615473e-05
2029361302,0,0,0,0
2029374515,100.785379647872,2,0.0403225806451613,2.21772862410762e-05
2029633391,1760.89918414918,3,0.154411764705882,2.28490811914011e-05
2029770700,0,0,0,0
2029991699,0,0,0,2.12305302615473e-05
2030068759,648,1,0,2.29450397909644e-05
2030476364,0,0,0,0
2030485177,0,0,0,0
2030711406,0,0,0,0
2030876281,0,0,0,2.12305302615473e-05
2030946090,0,0,0,2.12305302615473e-05
2030987559,111.666666666667,1,0.0166666666666667,2.1559985843509e-05
2031342795,0,0,0,2.12305302615473e-05
2031454920,0,0,0,2.12305302615473e-05
2031536130,0,0,0,0
2032005565,11.8333333333333,3,0.19047619047619,2.31316901904674e-05
2032020045,0,0,0,0
2032272369,0,0,0,2.12305302615473e-05
2032379927,49.0444444444444,1,0.0185185185185185,2.17184993987301e-05
2032380566,0,0,0.0158102766798419,2.12305302615473e-05
2032523234,0,0,0,0
2032822175,0,0,0,2.12305302615473e-05
2033851106,4867.01666666667,12,0.0266666666666667,3.40413591306649e-05
2033996412,0,0,0,0
2034357023,0,0,0,0
2034509153,0,0,0,0
2034646290,0,0,0,2.12305302615473e-05
2034711109,0,0,0,2.12305302615473e-05
2034879786,0,0,0,0
2034968913,12218.1954406704,11,0.00900900900900901,3.80970967490001e-05
2034993711,12538.151516347,7,0.0068922305764411,2.36117787193032e-05
2035184864,31169.0516297343,6,0.0328014184397163,2.67968926697341e-05
2035202282,0,0,0,0
2035280056,0,0,0,0
2035321710,587.092553688142,4,0.142105263157895,2.23805417794152e-05
2035457145,0,0,0,2.12305302615473e-05
2035654630,83350.4242592435,36,0.0439722280664843,4.48785019128632e-05
2035744743,0,0,0.00158646218931782,2.12305302615473e-05
2036053872,18934.2605317181,14,0.0580013976240391,2.80261437083993e-05
2036334759,0,0,0,0
2036357860,0,0,0,2.12305302615473e-05
2036711317,0,0,0,2.12305302615473e-05
2036778946,0,0,0,0
2036816868,0,0,0,2.12305302615473e-05
2037030088,318.433547008547,3,0.0545876887340302,2.21209395002728e-05
2037056074,0,0,0,2.12305302615473e-05
2037103971,118310.565661445,16,0.0582793709528215,3.22778474156452e-05
2037143404,0,0,0,0
2037505358,0,0,0,2.12305302615473e-05
2037520119,0,0,0,2.12305302615473e-05
2037946282,0,0,0,0
2038062252,1438.88843101343,3,0.0392156862745098,2.2930504604208e-05
2038136578,0,0,0,2.12305302615473e-05
2038615505,760.569560511952,3,0.016140350877193,2.2404135864936e-05
2039057016,0,0,0,0
2039282471,7097.05939031728,3,0.0173160173160173,2.4114993333651e-05
2039286483,0,0,0,0
2039299056,0,0,0,2.12305302615473e-05
2039439545,0,0,0,2.12305302615473e-05
2039613723,0,0,0,0
2039640275,0,0,0,2.12305302615473e-05
2040231289,11,1,0,2.187502850163e-05
2040273909,120.660454822955,2,0.0125786163522013,2.17391975135955e-05
2040334668,0,0,0,0
2040562064,0,0,0,0
2041189155,0,0,0,0
2041714830,2667.84882756133,3,0.0213032581453634,2.25190457716365e-05
2041917826,0,0,0,0
2041999039,11579.0488883025,19,0.128979591836735,3.28559876306411e-05
2042068394,0,0,0,2.12305302615473e-05
2042071419,0,0,0,0
20421962,0,0,0,0
2042447454,0,1,0,2.17054237016082e-05
2042457131,0,0,0,2.12305302615473e-05
2042509453,0,0,0,0
2043056446,0,0,0,2.12305302615473e-05
2043066370,0,0,0,2.12305302615473e-05
2043252581,0,0,0,0
2043338175,0,0,0,0
2043479312,0,0,0,2.12305302615473e-05
2043544044,72,3,0,2.24220818369597e-05
2043599506,23753.0705268743,13,0.0454265159301131,2.692622132106e-05
2043726292,0,0,0,0
2044054834,0,0,0,2.12305302615473e-05
2044073785,0,0,0,2.12305302615473e-05
2044137460,58.5698295985061,2,0.0528735632183908,2.21084481068493e-05
2044378245,0,0,0,2.12305302615473e-05
2044604161,0,0,0,0
2044849847,0,0,0,2.12305302615473e-05
2045091435,0,0,0,0
2045242646,0,0,0,2.12305302615473e-05
2045263291,294.480282217782,7,0.121693121693122,2.37309276914244e-05
2045551715,0,0,0,2.12305302615473e-05
2045754684,39,1,0,2.150395375734e-05
