paper,similar
2410465342,2765939003
2410465342,2902998547
2410465342,2950305558
2148186201,2519583169
2148186201,1993493133
2148186201,1973729673
2148186201,2748327652
2148186201,2957189115
2148186201,3036919759
2148186201,2889707133
2148186201,3044601409
2148186201,2051544365
2148186201,2401045593
2087962303,1967591809
2087962303,2075384697
2087962303,2120987013
2087962303,2017303913
2087962303,2013811561
2087962303,2052752578
2087962303,1990394975
2087962303,2065919404
2087962303,2021117254
2087962303,131096050
2963416784,2897826487
2963416784,3022965379
2963416784,3049059630
2963416784,2029770700
2963416784,2972584764
2963416784,3000232827
2963416784,2947141071
2963416784,2911572472
2963416784,2945291738
2963416784,2966461195
2149677117,1004883028
2149677117,2997957638
2149677117,2008126065
2149677117,3012590553
2149677117,2055216955
2149677117,2302020116
2149677117,1976065025
2149677117,3010721747
2149677117,2052575935
2149677117,2979608820
2135614762,2010054319
2135614762,2073166664
2135614762,2355972183
2135614762,2010592697
2135614762,2169419558
2135614762,2143392084
2135614762,2767415706
2135614762,2043599506
2135614762,2911443697
2135614762,2040273909
2070126374,2157692769
2070126374,3044154023
2070126374,2422931313
2070126374,2951708392
2070126374,2001596767
2070126374,2069417857
2070126374,2898962507
2070126374,2106233217
2070126374,2552463757
2070126374,2898606782
2107611319,187401131
2107611319,2011309813
2107611319,1993138464
2107611319,2045263291
2107611319,2147870631
2107611319,2019591126
2107611319,2114662906
2107611319,2059115676
2107611319,2095992178
2107611319,2982844657
2035654630,2232384272
2035654630,1959339536
2035654630,3013475939
2035654630,3044680151
2035654630,2724914130
2035654630,2527044893
2035654630,3034584787
2035654630,3037886067
2035654630,2163796701
2035654630,3047706880
2151130794,2038615505
2151130794,1993600685
2151130794,2010592697
2151130794,1929548984
2151130794,2415926307
2151130794,131096050
2151130794,2075694535
2151130794,2294343718
2151130794,2022152762
2151130794,2086591415
2751589903,2940421692
2751589903,2883813254
2751589903,2938068879
2751589903,3003387917
2751589903,2885659687
2751589903,1550554837
2751589903,3016491738
2751589903,2740402341
2751589903,1744497220
2751589903,2973223432
2100762343,2507218844
2100762343,2050299442
2100762343,2011374381
2100762343,2546854138
2100762343,1975466383
2100762343,2345408450
2100762343,3031185983
2100762343,2748635842
2100762343,2103446174
2100762343,1985454299
2094864672,2045263291
2094864672,2043599506
2094864672,2029633391
2094864672,2124383359
2094864672,2465012751
2094864672,2135185884
2094864672,1738996409
2094864672,1516513741
2094864672,1993138464
2094864672,1987003629
1980369557,2891296889
1980369557,2056042438
1980369557,2125838454
1980369557,2013741388
1980369557,2200117209
1980369557,1995599088
1980369557,2114283483
1980369557,2136863596
1980369557,1981709871
1980369557,2003247231
2763572884,2808510781
2763572884,2964623639
2763572884,2972287800
2763572884,2955692055
2763572884,2612883338
2763572884,3000155280
2763572884,2911710347
2763572884,2906971970
2763572884,2943105737
2763572884,2980986395
1428768901,1482406218
1428768901,2610286462
1428768901,2089208456
1428768901,2611363225
1428768901,2946354366
1428768901,2845859134
1428768901,3005465524
1428768901,2001644739
1428768901,2007899886
1428768901,2110962337
2106100370,2167981013
2106100370,1980545176
2106100370,2619099836
2106100370,3029161529
2106100370,2060749277
2106100370,3032978205
2106100370,2052094880
2106100370,2767001320
2106100370,2939211778
2106100370,2132789241
2169419558,1656559290
2169419558,2014216270
2169419558,2168609963
2169419558,3045063972
2169419558,1929548984
2169419558,2143392084
2169419558,2078786448
2169419558,2767415706
2169419558,1500854208
2169419558,2135614762
1532503642,2964092925
1532503642,2944377111
1532503642,2340645138
1532503642,3046340454
1532503642,2227869055
1532503642,2889888316
1532503642,2901811471
1532503642,2802974229
1532503642,2339329611
1532503642,2808599940
2473593113,2079739561
2473593113,2017303913
2473593113,2092840377
2473593113,2598773479
2473593113,1997234746
2473593113,2167081484
2473593113,2167265477
2473593113,2045551715
2473593113,1967591809
2473593113,2146945149
2913649461,2912178678
2913649461,2910027323
2913649461,2908311567
2913649461,2582561810
2913649461,2899570415
2913649461,2945339532
2913649461,2096555427
2913649461,2947259795
2913649461,2966461195
2913649461,2757854140
2001644739,3023638732
2001644739,2596838841
2001644739,2266973025
2001644739,2004466615
2001644739,3038334139
2001644739,2019591126
2001644739,187401131
2001644739,1988940318
2001644739,2012975501
2001644739,2906490895
2611363225,2809671175
2611363225,1482406218
2611363225,2999682719
2611363225,2019591126
2611363225,2913284693
2611363225,2470242661
2611363225,3016050571
2611363225,2753091189
2611363225,1979117763
2611363225,2724145515
2809671175,2611363225
2809671175,2745461309
2809671175,2913284693
2809671175,2724145515
2809671175,2978872346
2809671175,2757854140
2809671175,2789935117
2809671175,2986081022
2809671175,2800525135
2809671175,2999682719
2296706733,2535105469
2296706733,3047438096
2296706733,3044822158
2296706733,2971226749
2296706733,2784117065
2296706733,2912178678
2296706733,3021935553
2296706733,2924436280
2296706733,2945773393
2296706733,2980052727
2062015335,2086801831
2062015335,2090000471
2062015335,2052381332
2062015335,1992971093
2062015335,2022368917
2062015335,1972442207
2062015335,2071108067
2062015335,2027201088
2062015335,2072837873
2062015335,1990665669
2059911368,2953406789
2059911368,1967591809
2059911368,2064665594
2059911368,2024037170
2059911368,2017303913
2059911368,2026111741
2059911368,2087962303
2059911368,2011904866
2059911368,2101636983
2059911368,1997234746
2136863596,1594392536
2136863596,1657014009
2136863596,1980369557
2136863596,2139092938
2136863596,2165580667
2136863596,1995599088
2136863596,2277890634
2136863596,1899215478
2136863596,2990441842
2136863596,1999547238
2034993711,2334014313
2034993711,3003721702
2034993711,2320640416
2034993711,2078786448
2034993711,2109634584
2034993711,2601278794
2034993711,1437882709
2034993711,2003177007
2034993711,1516513741
2034993711,2336102173
2112021476,1540863043
2112021476,1544805277
2112021476,2068804686
2112021476,2137016094
2112021476,2062877149
2112021476,2021023922
2112021476,2081890302
2112021476,2563702861
2112021476,175972891
2112021476,2608113692
2023793929,2167081484
2023793929,1569303211
2023793929,1988502615
2023793929,2084227854
2023793929,1993090184
2023793929,2165755590
2023793929,2302781953
2023793929,2026918925
2023793929,2079739561
2023793929,2017303913
2724523750,3027499708
2724523750,2944375469
2724523750,3047438096
2724523750,2903744605
2724523750,2901944662
2724523750,2784117065
2724523750,2029067769
2724523750,2962901856
2724523750,2945941328
2724523750,2604760541
1996665163,3008170323
1996665163,2772315370
1996665163,2952996097
1996665163,2979776054
1996665163,2028618784
1996665163,2929533129
1996665163,2074643269
1996665163,3034020579
1996665163,1983893777
1996665163,2022831579
2052752578,2026918925
2052752578,2087962303
2052752578,2023793929
2052752578,2017303913
2052752578,1988502615
2052752578,2092840377
2052752578,2473593113
2052752578,2120987013
2052752578,1990394975
2052752578,1997234746
2096555427,3045984998
2096555427,3016050571
2096555427,3010565413
2096555427,2929946334
2096555427,2604748278
2096555427,2913649461
2096555427,2966461195
2096555427,2910027323
2096555427,2789935117
2096555427,3027225201
2626653630,2604748278
2626653630,2913742906
2626653630,2972331447
2626653630,3011755849
2626653630,3008105303
2626653630,3033912864
2626653630,2997259617
2626653630,3042147717
2626653630,2950092971
2626653630,2886916242
2737827343,3016491738
2737827343,2910580457
2737827343,3048014385
2737827343,2559202629
2737827343,2798420161
2737827343,2891047096
2737827343,2945267390
2737827343,2981194182
2737827343,2950305558
2737827343,3000089696
2759820691,2736451147
2759820691,2916653420
2759820691,1974873275
2759820691,3008105753
2759820691,2902488820
2759820691,2271444613
2759820691,2951708392
2759820691,2104103965
2759820691,2741822408
2759820691,2054681309
2056074895,2004743927
2056074895,2516027145
2056074895,2322992520
2056074895,2580351931
2056074895,216459984
2056074895,2972046246
2056074895,2336327719
2056074895,2608171338
2056074895,2884985620
2056074895,2084196421
2599946454,2787114955
2599946454,2599180331
2599946454,1593733794
2599946454,1999848632
2599946454,3000859198
2599946454,2739435167
2599946454,2997981980
2599946454,2762719346
2599946454,2338397756
2599946454,2968569566
1613353461,2962613545
1613353461,3034584787
1613353461,3045984998
1613353461,2754477858
1613353461,3048609466
1613353461,2995089289
1613353461,2596838841
1613353461,3044680151
1613353461,2963974180
1613353461,2047633019
1999355249,1972442207
1999355249,2022368917
1999355249,2006414078
1999355249,1965610314
1999355249,2011309813
1999355249,2080582105
1999355249,2045263291
1999355249,2029633391
1999355249,2090000471
1999355249,2002067241
2029067769,2770167812
2029067769,2724523750
2029067769,3035065059
2029067769,3027522717
2029067769,2788235048
2029067769,3023743850
2029067769,2047708354
2029067769,2766949112
2029067769,1505986080
2029067769,2330163610
2610353045,2596838841
2610353045,3034748828
2610353045,2979766511
2610353045,2266973025
2610353045,1482406218
2610353045,2610286462
2610353045,2615590535
2610353045,1979117763
2610353045,2092533981
2610353045,2754477858
2006183304,3021621101
2006183304,2978781891
2006183304,2953524702
2006183304,2808778018
2006183304,3031209748
2006183304,2885605472
2006183304,2957177934
2006183304,2966006818
2006183304,2950637370
2006183304,2907314939
2167265477,3000093032
2167265477,2045551715
2167265477,2146945149
2167265477,1997234746
2167265477,2473593113
2167265477,2939211778
2167265477,2052992637
2167265477,2065919404
2167265477,3031146615
2167265477,2055216955
2143392084,2767415706
2143392084,1500854208
2143392084,2900786160
2143392084,2169419558
2143392084,1973738966
2143392084,2334014313
2143392084,2150291873
2143392084,2168609963
2143392084,2088547859
2143392084,2014216270
2092021748,2022368917
2092021748,1966177860
2092021748,1983893777
2092021748,2982844657
2092021748,2151070098
2092021748,2071108067
2092021748,2027785310
2092021748,2076302024
2092021748,2072480903
2092021748,1965610314
2167081484,2023793929
2167081484,2013811561
2167081484,2302781953
2167081484,2017303913
2167081484,1993090184
2167081484,2079739561
2167081484,2598773479
2167081484,2016164582
2167081484,1967591809
2167081484,2045551715
2036053872,1988996681
2036053872,2165891809
2036053872,2086169130
2036053872,3026734329
2036053872,2903524645
2036053872,2043726292
2036053872,2148036372
2036053872,1811558608
2036053872,2915559374
2036053872,2041714830
2080015534,1500854208
2080015534,2049776632
2080015534,2592551377
2080015534,1971330847
2080015534,2010351872
2080015534,3021552426
2080015534,2052381332
2080015534,2078185405
2080015534,2084732757
2080015534,806170894
1482406218,2611363225
1482406218,1428768901
1482406218,2913284693
1482406218,2321085893
1482406218,2767921688
1482406218,3020976375
1482406218,2950708058
1482406218,2999239674
1482406218,2914283192
1482406218,3044537354
2113785254,2807489426
2113785254,2952929988
2113785254,1802624744
2113785254,2795224397
2113785254,2461563804
2113785254,2938842832
2113785254,1484929733
2113785254,2297807800
2113785254,3001480391
2113785254,3041491593
2079739561,2473593113
2079739561,1993090184
2079739561,2167081484
2079739561,2017303913
2079739561,1569303211
2079739561,2023793929
2079739561,2302781953
2079739561,1518977883
2079739561,2165755590
2079739561,9987920
2058049360,2896131989
2058049360,3049009078
2058049360,2028338641
2058049360,2808729851
2058049360,2772792254
2058049360,2984429628
2058049360,3023867182
2058049360,2886045938
2058049360,3034928455
2058049360,3022940369
2017303913,2167081484
2017303913,2092840377
2017303913,2473593113
2017303913,2013811561
2017303913,1967591809
2017303913,1569303211
2017303913,2087962303
2017303913,2026918925
2017303913,2079739561
2017303913,2075384697
2148036372,2041714830
2148036372,2606386833
2148036372,2075103578
2148036372,2022368917
2148036372,1811558608
2148036372,1993600685
2148036372,2167981013
2148036372,2010592697
2148036372,2351055672
2148036372,1966990611
2128155832,2088547859
2128155832,2155607938
2128155832,1955589627
2128155832,2008441776
2128155832,2027785310
2128155832,1993138464
2128155832,3048680380
2128155832,2999682719
2128155832,1979117763
2128155832,2080582105
2754477858,2069440194
2754477858,2885764857
2754477858,3035170365
2754477858,3034748828
2754477858,3017576514
2754477858,3019296942
2754477858,2596838841
2754477858,1979117763
2754477858,1482406218
2754477858,1613353461
1987003629,2139232321
1987003629,2035184864
1987003629,2094864672
1987003629,2045263291
1987003629,2072342753
1987003629,2240798537
1987003629,2124383359
1987003629,2022368917
1987003629,2010351872
1987003629,1999355249
2340254858,2537935571
2340254858,2970528279
2340254858,2962717349
2340254858,3048692476
2340254858,2090385406
2340254858,2992154106
2340254858,2773007494
2340254858,2799153978
2340254858,2945928904
2340254858,2772315370
2055273513,2045754684
2055273513,2145965808
2055273513,969714740
2055273513,2806739298
2055273513,2622536517
2055273513,2908399705
2055273513,2474855329
2055273513,2050299442
2055273513,2797540732
2055273513,1995599088
2338397756,2916817961
2338397756,2998586858
2338397756,2950304728
2338397756,2599946454
2338397756,2946765011
2338397756,2943932610
2338397756,2889853565
2338397756,3000859198
2338397756,3016092098
2338397756,2122445727
2000896298,3042215501
2000896298,2891769479
2000896298,3047830841
2000896298,2772467503
2000896298,2003965816
2000896298,2606895475
2000896298,3023218250
2000896298,2787114955
2000896298,2978781891
2000896298,2586282339
2082919174,2948475804
2082919174,2016094500
2082919174,2912590204
2082919174,2807164052
2082919174,3037952806
2082919174,2074643269
2082919174,2979598046
2082919174,2042447454
2082919174,2048208059
2082919174,3007419529
1993090184,2079739561
1993090184,2167081484
1993090184,2023793929
1993090184,2026111741
1993090184,1988502615
1993090184,2084227854
1993090184,1569303211
1993090184,9987920
1993090184,2912886160
1993090184,2302781953
2021117254,2075384697
2021117254,2092840377
2021117254,2598773479
2021117254,2101636983
2021117254,2165755590
2021117254,2052992637
2021117254,2017303913
2021117254,2604486725
2021117254,2013811561
2021117254,2087962303
2552472551,3013473577
2552472551,2951128016
2552472551,3016058652
2552472551,2757854140
2552472551,3016050571
2552472551,2986081022
2552472551,2913284693
2552472551,2787893004
2552472551,3024423892
2552472551,3027225201
1995698352,2092580500
1995698352,2982497894
1995698352,2613068310
1995698352,2963646940
1995698352,3003275667
1995698352,2552421666
1995698352,2296328209
1995698352,2166639825
1995698352,2784117065
1995698352,1588558377
2135600606,2001185702
2135600606,2304573345
2135600606,2068145681
2135600606,2566632996
2135600606,2060780441
2135600606,2318253292
2135600606,168282893
2135600606,2080582105
2135600606,2913463651
2135600606,2738001859
2011904866,1968696218
2011904866,2108428055
2011904866,2606386833
2011904866,2050797300
2011904866,2080744641
2011904866,2897396819
2011904866,2075384697
2011904866,2255847890
2011904866,2075103578
2011904866,1967591809
2124383359,2045263291
2124383359,2094864672
2124383359,2072342753
2124383359,2974994267
2124383359,2010592697
2124383359,1987003629
2124383359,2037030088
2124383359,2022368917
2124383359,2043599506
2124383359,2096092723
2154353534,2273718100
2154353534,2995180645
2154353534,1837189719
2154353534,2121522426
2154353534,2965426440
2154353534,2081638360
2154353534,2757471575
2154353534,2724145515
2154353534,3036507733
2154353534,2885633918
2026918925,2024137031
2026918925,2084227854
2026918925,2297807800
2026918925,2052752578
2026918925,2092840377
2026918925,1990394975
2026918925,2013811561
2026918925,2017303913
2026918925,2023793929
2026918925,1977268240
1963928329,2038615505
1963928329,3032978205
1963928329,2915559374
1963928329,2075103578
1963928329,1993600685
1963928329,2132789241
1963928329,2002452276
1963928329,1988996681
1963928329,1986568082
1963928329,2605828020
1837189719,2592103299
1837189719,2782758711
1837189719,2273718100
1837189719,2973450238
1837189719,2901426845
1837189719,3019207821
1837189719,2023294052
1837189719,2912241731
1837189719,2757471575
1837189719,2154353534
2251214593,3011908146
2251214593,2738857345
2251214593,2948626259
2251214593,2735017898
2251214593,2899673252
2251214593,3033077667
2251214593,2982591719
2251214593,2897997274
2251214593,2962827004
2251214593,3021245718
1993331772,2144705272
1993331772,2484767581
1993331772,2168478119
1993331772,1991734177
1993331772,3020886523
1993331772,2081460630
1993331772,76305614
1993331772,2144140766
1993331772,2106458568
1993331772,1979266161
2910027323,2913649461
2910027323,2899570415
2910027323,2893506363
2910027323,2907059992
2910027323,2096555427
2910027323,2807489426
2910027323,2945089338
2910027323,2966461195
2910027323,2582561810
2910027323,2915312768
2790829410,2805763130
2790829410,2997481789
2790829410,2921261695
2790829410,2771123333
2790829410,2059975220
2790829410,2945267390
2790829410,2921659933
2790829410,2916817961
2790829410,2900786160
2790829410,2885659687
2593816498,2738001859
2593816498,2798244769
2593816498,2999682719
2593816498,2932121501
2593816498,2963203464
2593816498,2155607938
2593816498,2273718100
2593816498,2986081022
2593816498,2003627066
2593816498,2767921688
2182204071,3042203049
2182204071,3015297712
2182204071,2884469179
2182204071,2774465553
2182204071,954129439
2182204071,2795429798
2182204071,2796220765
2182204071,2075103578
2182204071,1776427768
2182204071,2098195044
3007198457,2756167825
3007198457,2464638584
3007198457,2995289343
3007198457,2349843467
3007198457,2317456056
3007198457,3042421426
3007198457,3007047875
3007198457,128641864
3007198457,2040231289
3007198457,2256851769
2950459456,2963058357
2950459456,2899441423
2950459456,2912178678
2950459456,2778250944
2950459456,2886933638
2950459456,2773007494
2950459456,3021245718
2950459456,3027756743
2950459456,2898364746
2950459456,2951307134
2080018579,2160249099
2080018579,3022940369
2080018579,2942026813
2080018579,2753887304
2080018579,2411823655
2080018579,2945481509
2080018579,3046313288
2080018579,2081093395
2080018579,2039299056
2080018579,2985081760
2013741388,2060749277
2013741388,1998802214
2013741388,1987352305
2013741388,1757694062
2013741388,2135678509
2013741388,2045551715
2013741388,2084227854
2013741388,2081460630
2013741388,1981709871
2013741388,1976065025
2604264634,2772863019
2604264634,2981978685
2604264634,3013812549
2604264634,2888042761
2604264634,2935089368
2604264634,1510702506
2604264634,2990303507
2604264634,2802065525
2604264634,2772315370
2604264634,2964623639
2022553068,2749888665
2022553068,2078185405
2022553068,2014216270
2022553068,2142295278
2022553068,2174558769
2022553068,2601278794
2022553068,2090000471
2022553068,3045063972
2022553068,2078786448
2022553068,2071108067
2739215991,2997867760
2739215991,2769367817
2739215991,2974057969
2739215991,2337464997
2739215991,3007968087
2739215991,2963361481
2739215991,2724914130
2739215991,2901377436
2739215991,3055557295
2739215991,3027499708
2792307011,2779673789
2792307011,3042147717
2792307011,3022731820
2792307011,3011755849
2792307011,3010073762
2792307011,3028584171
2792307011,2790757032
2792307011,2783564496
2792307011,3033215025
2792307011,2972331447
2157826752,2144140766
2157826752,2106458568
2157826752,2135678509
2157826752,2891296889
2157826752,1991734177
2157826752,3009306902
2157826752,2546854138
2157826752,2013741388
2157826752,1757694062
2157826752,2060749277
1967360884,1975841784
1967360884,2748635842
1967360884,2891296889
1967360884,1594392536
1967360884,2125838454
1967360884,2753256040
1967360884,2053397541
1967360884,3001480391
1967360884,1994937252
1967360884,1757694062
2096819357,2167081484
2096819357,2146945149
2096819357,3031185983
2096819357,1967591809
2096819357,2045551715
2096819357,76305614
2096819357,2091123047
2096819357,2023793929
2096819357,2167265477
2096819357,2065919404
2062361362,2125838454
2062361362,2546854138
2062361362,2890614218
2062361362,1981709871
2062361362,2749930905
2062361362,1976357293
2062361362,1998802214
2062361362,2974874748
2062361362,2900389647
2062361362,3010280025
2098195044,1999286316
2098195044,3007047875
2098195044,2992149285
2098195044,3044117100
2098195044,2488003928
2098195044,3011124520
2098195044,2740045046
2098195044,3048680380
2098195044,2920930064
2098195044,2997131051
2592103299,2912241731
2592103299,2953559754
2592103299,2901426845
2592103299,2023294052
2592103299,1837189719
2592103299,2999608677
2592103299,2973450238
2592103299,2955813255
2592103299,2971226749
2592103299,3019207821
2302781953,2537692188
2302781953,2167081484
2302781953,2016164582
2302781953,2013811561
2302781953,2023793929
2302781953,3027610947
2302781953,2079739561
2302781953,1569303211
2302781953,1988502615
2302781953,2415926307
1482077358,2032822175
1482077358,2100771585
1482077358,2053397541
1482077358,2072837873
1482077358,1647458253
1482077358,2901513309
1482077358,2169419558
1482077358,3034469471
1482077358,2095948874
1482077358,2168478119
1633290263,3012590553
1633290263,3017207600
1633290263,2052992637
1633290263,2921651159
1633290263,2908399705
1633290263,2888934723
1633290263,2326159771
1633290263,2297807800
1633290263,2055273513
1633290263,2028431854
2580351931,2084196421
2580351931,2268124102
2580351931,1975849440
2580351931,2004743927
2580351931,2940731025
2580351931,2056074895
2580351931,2126279844
2580351931,2357165548
2580351931,1985828106
2580351931,3013836849
76305614,2045551715
76305614,2362978374
76305614,1757694062
76305614,2115696816
76305614,2080744641
76305614,3009306902
76305614,2598773479
76305614,2096819357
76305614,2050797300
76305614,2125838454
105589024,2167392201
105589024,3026160231
105589024,2984429628
105589024,2891721618
105589024,2293507210
105589024,2916572553
105589024,3036730291
105589024,3037429122
105589024,2908363966
105589024,1976040245
1968696218,2011904866
1968696218,2024137031
1968696218,2741410742
1968696218,2255847890
1968696218,2015152327
1968696218,2748635842
1968696218,1976065025
1968696218,2075103578
1968696218,2796202756
1968696218,2101636983
2013811561,2167081484
2013811561,2016164582
2013811561,2017303913
2013811561,1990394975
2013811561,2148418136
2013811561,2024137031
2013811561,2087962303
2013811561,2302781953
2013811561,2026918925
2013811561,2052992637
1990394975,2013811561
1990394975,2084227854
1990394975,2024137031
1990394975,2026918925
1990394975,2749930905
1990394975,2087962303
1990394975,2017303913
1990394975,3031185983
1990394975,1977268240
1990394975,2092840377
2200117209,2024137031
2200117209,2091494464
2200117209,1980369557
2200117209,2007591534
2200117209,1998395560
2200117209,1899215478
2200117209,2056042438
2200117209,2013741388
2200117209,2890614218
2200117209,2087962303
1977059718,2415926307
1977059718,2055590048
1977059718,2103636962
1977059718,2766458038
1977059718,2622536517
1977059718,2068804686
1977059718,2418225908
1977059718,2461563804
1977059718,2062361362
1977059718,2749930905
131096050,1988502615
131096050,3031185983
131096050,2086591415
131096050,2013811561
131096050,2087962303
131096050,1990394975
131096050,1437882709
131096050,2026918925
131096050,2023793929
131096050,2016164582
52579478,1955589627
52579478,2095992178
52579478,2043599506
52579478,2086895972
52579478,2010351872
52579478,2073166664
52579478,2049776632
52579478,239077077
52579478,2022368917
52579478,2094864672
2088796307,2969413512
2088796307,3000726620
2088796307,2258480075
2088796307,2979608820
2088796307,2949000660
2088796307,2914796184
2088796307,3004540922
2088796307,3037612831
2088796307,1976936419
2088796307,2052575935
2092840377,2021117254
2092840377,2148418136
2092840377,2598773479
2092840377,2017303913
2092840377,2473593113
2092840377,2026918925
2092840377,2749930905
2092840377,2013811561
2092840377,1997234746
2092840377,2167081484
2027785310,2334014313
2027785310,199392052
2027785310,2022368917
2027785310,2911443697
2027785310,3003721702
2027785310,2080582105
2027785310,2072480903
2027785310,2465012751
2027785310,2553329223
2027785310,2088547859
1990801506,2767293049
1990801506,2070352402
1990801506,2019591126
1990801506,2035184864
1990801506,3046778857
1990801506,2130774874
1990801506,1774129038
1990801506,2543570631
1990801506,2792589888
1990801506,1979117763
2036816868,1971695360
2036816868,2115696816
2036816868,1970721357
2036816868,1967591809
2036816868,1568535570
2036816868,2897396819
2036816868,2002452276
2036816868,2198184015
2036816868,1991734177
2036816868,2598773479
2052194488,2883200748
2052194488,2343694310
2052194488,2751368487
2052194488,2787893004
2052194488,2293161763
2052194488,1487000972
2052194488,2781114237
2052194488,2043252581
2052194488,1929548984
2052194488,2330158936
2159146809,2019591126
2159146809,1510648701
2159146809,2086407354
2159146809,1988940318
2159146809,2011482680
2159146809,2004466615
2159146809,2130774874
2159146809,2006414078
2159146809,2052381332
2159146809,2601278794
2133664726,2782411908
2133664726,2957959844
2133664726,3044680151
2133664726,2963203464
2133664726,2035654630
2133664726,2232384272
2133664726,2332080898
2133664726,2956224423
2133664726,3014393002
2133664726,2331091309
2084791780,2100771585
2084791780,2125523073
2084791780,2326159771
2084791780,2998488557
2084791780,3040970054
2084791780,919984290
2084791780,2783066631
2084791780,2968608426
2084791780,1996823794
2084791780,2124490189
2900471836,3010042590
2900471836,3039682630
2900471836,2971291998
2900471836,3044824950
